Date,Open,High,Low,Close,Adj Close,Volume
2019-04-10,5265.5,5271.0,5256.0,5267.5,5267.5,39461642
2019-04-10,5267.5,5285.0,5248.0,5283.5,5283.5,68418567
2019-04-10,5283.5,5315.0,5265.5,5267.0,5267.0,99598461
2019-04-10,5267.0,5321.5,5264.0,5291.0,5291.0,89822067
2019-04-10,5291.0,5474.0,5290.0,5401.0,5401.0,405869305
2019-04-10,5401.0,5425.0,5381.5,5400.5,5400.5,121323510
2019-04-10,5400.5,5418.5,5109.0,5297.0,5297.0,315449027
2019-04-10,5297.0,5323.0,5253.5,5291.5,5291.5,158371131
2019-04-10,5291.5,5292.0,5267.5,5283.0,5283.0,60252789
2019-04-11,5283.0,5321.5,5282.5,5321.5,5321.5,65261441
2019-04-11,5321.5,5342.5,5283.5,5303.0,5303.0,133304195
2019-04-11,5303.0,5310.0,5285.0,5296.0,5296.0,47346649
2019-04-11,5296.0,5302.5,5287.0,5296.5,5296.5,45192801
2019-04-11,5296.5,5307.0,5182.0,5197.5,5197.5,258899977
2019-04-11,5197.5,5226.5,5163.0,5220.5,5220.5,115617149
2019-04-11,5220.5,5220.5,5182.5,5218.0,5218.0,73691788
2019-04-11,5218.0,5219.5,5204.5,5214.5,5214.5,31067053
2019-04-11,5214.5,5214.5,5191.0,5198.5,5198.5,40157786
2019-04-11,5198.5,5206.5,5151.5,5202.0,5202.0,138963128
2019-04-11,5202.0,5203.5,4998.0,5077.0,5077.0,272411358
2019-04-11,5077.0,5099.5,5060.0,5080.5,5080.5,148146551
2019-04-11,5080.5,5081.0,4959.0,5050.5,5050.5,263866927
2019-04-11,5050.5,5064.5,5020.5,5057.0,5057.0,120527946
2019-04-11,5057.0,5068.5,5026.0,5028.0,5028.0,92850457
2019-04-11,5028.0,5053.5,5006.0,5045.0,5045.0,95157922
2019-04-11,5045.0,5067.5,5034.0,5034.5,5034.5,97349253
2019-04-11,5034.5,5061.0,5010.5,5051.0,5051.0,94328255
2019-04-11,5051.0,5058.0,5035.0,5057.5,5057.5,44529799
2019-04-11,5057.5,5088.0,5050.5,5080.0,5080.0,69551630
2019-04-11,5080.0,5080.0,5048.0,5067.0,5067.0,58092896
2019-04-11,5067.0,5073.5,5040.0,5052.5,5052.5,51153210
